year,district,crop,season,price
2022,Ranga Reddy,Arhar/Tur,Kharif,6863
2022,Ranga Reddy,Arhar/Tur,Rabi,6037
2023,Ranga Reddy,Arhar/Tur,Kharif,8336
2023,Ranga Reddy,Arhar/Tur,Rabi,8544
2024,Ranga Reddy,Arhar/Tur,Kharif,9634
2024,Ranga Reddy,Arhar/Tur,Rabi,11410
2013,Ranga Reddy,Bajra,Rabi,1175
2014,Ranga Reddy,Bajra,Rabi,1175
2015,Ranga Reddy,Bajra,Rabi,1175
2016,Ranga Reddy,Bajra,Rabi,1175
2017,Ranga Reddy,Bajra,Rabi,1175
2018,Ranga Reddy,Bajra,Rabi,1175
2019,Ranga Reddy,Bajra,Rabi,1175
2020,Ranga Reddy,Bajra,Rabi,1175
2021,Ranga Reddy,Bajra,Rabi,1175
2022,Ranga Reddy,Bajra,Rabi,1175
2023,Ranga Reddy,Bajra,Rabi,1175
2024,Ranga Reddy,Bajra,Rabi,1175
2013,Ranga Reddy,Coriander,Whole Year,200
2014,Ranga Reddy,Coriander,Whole Year,200
2015,Ranga Reddy,Coriander,Whole Year,200
2016,Ranga Reddy,Coriander,Whole Year,200
2017,Ranga Reddy,Coriander,Whole Year,200
2018,Ranga Reddy,Coriander,Whole Year,200
2019,Ranga Reddy,Coriander,Whole Year,200
2020,Ranga Reddy,Coriander,Whole Year,200
2021,Ranga Reddy,Coriander,Whole Year,200
2022,Ranga Reddy,Coriander,Whole Year,200
2023,Ranga Reddy,Coriander,Whole Year,200
2024,Ranga Reddy,Coriander,Whole Year,200
2013,Ranga Reddy,Gram,Kharif,3552
2013,Ranga Reddy,Gram,Rabi,3196
2014,Ranga Reddy,Gram,Kharif,2748
2014,Ranga Reddy,Gram,Rabi,2612
2015,Ranga Reddy,Gram,Kharif,3187
2015,Ranga Reddy,Gram,Rabi,3607
2016,Ranga Reddy,Gram,Kharif,4470
2016,Ranga Reddy,Gram,Rabi,4925
2017,Ranga Reddy,Gram,Kharif,5676
2017,Ranga Reddy,Gram,Rabi,5740
2018,Ranga Reddy,Gram,Kharif,3846
2018,Ranga Reddy,Gram,Rabi,3572
2019,Ranga Reddy,Gram,Kharif,4866
2019,Ranga Reddy,Gram,Rabi,4249
2020,Ranga Reddy,Gram,Kharif,4866
2020,Ranga Reddy,Gram,Rabi,4249
2021,Ranga Reddy,Gram,Kharif,4866
2021,Ranga Reddy,Gram,Rabi,4249
2022,Ranga Reddy,Gram,Kharif,4916
2022,Ranga Reddy,Gram,Rabi,4634
2023,Ranga Reddy,Gram,Kharif,4828
2023,Ranga Reddy,Gram,Rabi,4869
2024,Ranga Reddy,Gram,Kharif,4828
2024,Ranga Reddy,Gram,Rabi,6220
2013,Ranga Reddy,Groundnut,Kharif,5183
2013,Ranga Reddy,Groundnut,Rabi,4690
2014,Ranga Reddy,Groundnut,Kharif,3156
2014,Ranga Reddy,Groundnut,Rabi,4690
2015,Ranga Reddy,Groundnut,Kharif,4700
2015,Ranga Reddy,Groundnut,Rabi,4650
2016,Ranga Reddy,Groundnut,Kharif,4900
2016,Ranga Reddy,Groundnut,Rabi,5064
2017,Ranga Reddy,Groundnut,Kharif,4000
2017,Ranga Reddy,Groundnut,Rabi,4993
2018,Ranga Reddy,Groundnut,Kharif,4028
2018,Ranga Reddy,Groundnut,Rabi,3808
2019,Ranga Reddy,Groundnut,Kharif,4515
2019,Ranga Reddy,Groundnut,Rabi,4304
2020,Ranga Reddy,Groundnut,Kharif,4515
2020,Ranga Reddy,Groundnut,Rabi,4304
2021,Ranga Reddy,Groundnut,Kharif,4515
2021,Ranga Reddy,Groundnut,Rabi,4304
2022,Ranga Reddy,Groundnut,Kharif,6282
2022,Ranga Reddy,Groundnut,Rabi,5555
2023,Ranga Reddy,Groundnut,Kharif,7114
2023,Ranga Reddy,Groundnut,Rabi,6030
2024,Ranga Reddy,Groundnut,Kharif,7114
2024,Ranga Reddy,Groundnut,Rabi,6443
2013,Ranga Reddy,Horse-gram,Kharif,4825
2014,Ranga Reddy,Horse-gram,Kharif,4825
2015,Ranga Reddy,Horse-gram,Kharif,4825
2016,Ranga Reddy,Horse-gram,Kharif,4825
2017,Ranga Reddy,Horse-gram,Kharif,4825
2018,Ranga Reddy,Horse-gram,Kharif,4825
2019,Ranga Reddy,Horse-gram,Kharif,4825
2020,Ranga Reddy,Horse-gram,Kharif,4825
2021,Ranga Reddy,Horse-gram,Kharif,4825
2022,Ranga Reddy,Horse-gram,Kharif,4825
2023,Ranga Reddy,Horse-gram,Kharif,4825
2024,Ranga Reddy,Horse-gram,Kharif,4825
2013,Ranga Reddy,Jowar,Kharif,1294
2013,Ranga Reddy,Jowar,Rabi,1340
2014,Ranga Reddy,Jowar,Kharif,1294
2014,Ranga Reddy,Jowar,Rabi,1340
2015,Ranga Reddy,Jowar,Kharif,1294
2015,Ranga Reddy,Jowar,Rabi,1210
2016,Ranga Reddy,Jowar,Kharif,1294
2016,Ranga Reddy,Jowar,Rabi,1366
2017,Ranga Reddy,Jowar,Kharif,1400
2017,Ranga Reddy,Jowar,Rabi,1741
2018,Ranga Reddy,Jowar,Kharif,1400
2018,Ranga Reddy,Jowar,Rabi,1741
2019,Ranga Reddy,Jowar,Kharif,1400
2019,Ranga Reddy,Jowar,Rabi,1741
2020,Ranga Reddy,Jowar,Kharif,1400
2020,Ranga Reddy,Jowar,Rabi,1741
2021,Ranga Reddy,Jowar,Kharif,1400
2021,Ranga Reddy,Jowar,Rabi,1741
2022,Ranga Reddy,Jowar,Kharif,2705
2022,Ranga Reddy,Jowar,Rabi,2312
2023,Ranga Reddy,Jowar,Kharif,2705
2023,Ranga Reddy,Jowar,Rabi,4302
2024,Ranga Reddy,Jowar,Kharif,2705
2024,Ranga Reddy,Jowar,Rabi,2138
2013,Ranga Reddy,Maize,Kharif,1182
2013,Ranga Reddy,Maize,Rabi,1302
2014,Ranga Reddy,Maize,Kharif,1175
2014,Ranga Reddy,Maize,Rabi,1216
2015,Ranga Reddy,Maize,Kharif,1410
2015,Ranga Reddy,Maize,Rabi,1289
2016,Ranga Reddy,Maize,Kharif,1427
2016,Ranga Reddy,Maize,Rabi,1632
2017,Ranga Reddy,Maize,Kharif,1342
2017,Ranga Reddy,Maize,Rabi,1529
2018,Ranga Reddy,Maize,Kharif,1388
2018,Ranga Reddy,Maize,Rabi,1256
2019,Ranga Reddy,Maize,Kharif,1762
2019,Ranga Reddy,Maize,Rabi,1774
2020,Ranga Reddy,Maize,Kharif,1611
2020,Ranga Reddy,Maize,Rabi,1459
2021,Ranga Reddy,Maize,Kharif,1721
2021,Ranga Reddy,Maize,Rabi,1839
2022,Ranga Reddy,Maize,Kharif,2003
2022,Ranga Reddy,Maize,Rabi,1923
2023,Ranga Reddy,Maize,Kharif,2121
2023,Ranga Reddy,Maize,Rabi,1942
2024,Ranga Reddy,Maize,Kharif,2100
2024,Ranga Reddy,Maize,Rabi,2195
2013,Ranga Reddy,Moong(Green Gram),Kharif,5031
2013,Ranga Reddy,Moong(Green Gram),Rabi,6102
2014,Ranga Reddy,Moong(Green Gram),Kharif,5788
2014,Ranga Reddy,Moong(Green Gram),Rabi,6102
2015,Ranga Reddy,Moong(Green Gram),Kharif,7521
2015,Ranga Reddy,Moong(Green Gram),Rabi,6102
2016,Ranga Reddy,Moong(Green Gram),Kharif,4476
2016,Ranga Reddy,Moong(Green Gram),Rabi,6102
2017,Ranga Reddy,Moong(Green Gram),Kharif,4269
2017,Ranga Reddy,Moong(Green Gram),Rabi,4400
2018,Ranga Reddy,Moong(Green Gram),Kharif,4567
2018,Ranga Reddy,Moong(Green Gram),Rabi,4400
2019,Ranga Reddy,Moong(Green Gram),Kharif,5189
2019,Ranga Reddy,Moong(Green Gram),Rabi,4400
2020,Ranga Reddy,Moong(Green Gram),Kharif,5189
2020,Ranga Reddy,Moong(Green Gram),Rabi,4400
2021,Ranga Reddy,Moong(Green Gram),Kharif,5189
2021,Ranga Reddy,Moong(Green Gram),Rabi,4400
2022,Ranga Reddy,Moong(Green Gram),Kharif,5806
2022,Ranga Reddy,Moong(Green Gram),Rabi,6201
2023,Ranga Reddy,Moong(Green Gram),Kharif,7864
2023,Ranga Reddy,Moong(Green Gram),Rabi,6300
2024,Ranga Reddy,Moong(Green Gram),Kharif,7864
2024,Ranga Reddy,Moong(Green Gram),Rabi,7230
2013,Ranga Reddy,Onion,Kharif,2460
2013,Ranga Reddy,Onion,Rabi,1140
2014,Ranga Reddy,Onion,Kharif,950
2014,Ranga Reddy,Onion,Rabi,982
2015,Ranga Reddy,Onion,Kharif,950
2015,Ranga Reddy,Onion,Rabi,1321
2016,Ranga Reddy,Onion,Kharif,680
2016,Ranga Reddy,Onion,Rabi,811
2017,Ranga Reddy,Onion,Kharif,1961
2017,Ranga Reddy,Onion,Rabi,636
2018,Ranga Reddy,Onion,Kharif,1322
2018,Ranga Reddy,Onion,Rabi,801
2019,Ranga Reddy,Onion,Kharif,1322
2019,Ranga Reddy,Onion,Rabi,840
2020,Ranga Reddy,Onion,Kharif,1322
2020,Ranga Reddy,Onion,Rabi,840
2021,Ranga Reddy,Onion,Kharif,2841
2021,Ranga Reddy,Onion,Rabi,840
2022,Ranga Reddy,Onion,Kharif,2383
2022,Ranga Reddy,Onion,Rabi,1599
2023,Ranga Reddy,Onion,Kharif,3057
2023,Ranga Reddy,Onion,Rabi,1443
2024,Ranga Reddy,Onion,Kharif,2262
2024,Ranga Reddy,Onion,Rabi,2457
2013,Ranga Reddy,Potato,Kharif,56
2013,Ranga Reddy,Potato,Rabi,10
2013,Ranga Reddy,Potato,Whole Year,48
2014,Ranga Reddy,Potato,Kharif,56
2014,Ranga Reddy,Potato,Rabi,10
2014,Ranga Reddy,Potato,Whole Year,48
2015,Ranga Reddy,Potato,Kharif,56
2015,Ranga Reddy,Potato,Rabi,10
2015,Ranga Reddy,Potato,Whole Year,48
2016,Ranga Reddy,Potato,Kharif,56
2016,Ranga Reddy,Potato,Rabi,10
2016,Ranga Reddy,Potato,Whole Year,48
2017,Ranga Reddy,Potato,Kharif,20
2017,Ranga Reddy,Potato,Rabi,10
2017,Ranga Reddy,Potato,Whole Year,13
2018,Ranga Reddy,Potato,Kharif,12
2018,Ranga Reddy,Potato,Rabi,13
2018,Ranga Reddy,Potato,Whole Year,13
2019,Ranga Reddy,Potato,Kharif,12
2019,Ranga Reddy,Potato,Rabi,1440
2019,Ranga Reddy,Potato,Whole Year,1759
2020,Ranga Reddy,Potato,Kharif,12
2020,Ranga Reddy,Potato,Rabi,1440
2020,Ranga Reddy,Potato,Whole Year,1759
2021,Ranga Reddy,Potato,Kharif,2284
2021,Ranga Reddy,Potato,Rabi,1440
2021,Ranga Reddy,Potato,Whole Year,2195
2022,Ranga Reddy,Potato,Kharif,2704
2022,Ranga Reddy,Potato,Rabi,2278
2022,Ranga Reddy,Potato,Whole Year,2529
2023,Ranga Reddy,Potato,Kharif,2241
2023,Ranga Reddy,Potato,Rabi,1933
2023,Ranga Reddy,Potato,Whole Year,2087
2024,Ranga Reddy,Potato,Kharif,2368
2024,Ranga Reddy,Potato,Rabi,3005
2024,Ranga Reddy,Potato,Whole Year,2982
2013,Ranga Reddy,Ragi,Kharif,2558
2013,Ranga Reddy,Ragi,Rabi,1433
2014,Ranga Reddy,Ragi,Kharif,2558
2014,Ranga Reddy,Ragi,Rabi,1433
2015,Ranga Reddy,Ragi,Kharif,2558
2015,Ranga Reddy,Ragi,Rabi,1433
2016,Ranga Reddy,Ragi,Kharif,2558
2016,Ranga Reddy,Ragi,Rabi,1433
2017,Ranga Reddy,Ragi,Kharif,1850
2017,Ranga Reddy,Ragi,Rabi,2372
2018,Ranga Reddy,Ragi,Kharif,1600
2018,Ranga Reddy,Ragi,Rabi,1767
2019,Ranga Reddy,Ragi,Kharif,1600
2019,Ranga Reddy,Ragi,Rabi,1767
2020,Ranga Reddy,Ragi,Kharif,1600
2020,Ranga Reddy,Ragi,Rabi,1767
2021,Ranga Reddy,Ragi,Kharif,1600
2021,Ranga Reddy,Ragi,Rabi,1767
2022,Ranga Reddy,Ragi,Kharif,1600
2022,Ranga Reddy,Ragi,Rabi,1767
2023,Ranga Reddy,Ragi,Kharif,1600
2023,Ranga Reddy,Ragi,Rabi,1767
2024,Ranga Reddy,Ragi,Kharif,1600
2024,Ranga Reddy,Ragi,Rabi,1767
2013,Ranga Reddy,Rice,Kharif,3500
2014,Ranga Reddy,Rice,Kharif,3500
2015,Ranga Reddy,Rice,Kharif,3500
2016,Ranga Reddy,Rice,Kharif,2600
2017,Ranga Reddy,Rice,Kharif,2600
2018,Ranga Reddy,Rice,Kharif,2600
2019,Ranga Reddy,Rice,Kharif,2600
2020,Ranga Reddy,Rice,Kharif,2600
2021,Ranga Reddy,Rice,Kharif,2600
2022,Ranga Reddy,Rice,Kharif,2600
2023,Ranga Reddy,Rice,Kharif,2600
2024,Ranga Reddy,Rice,Kharif,2600
2013,Ranga Reddy,Safflower,Rabi,2700
2014,Ranga Reddy,Safflower,Rabi,2700
2015,Ranga Reddy,Safflower,Rabi,2700
2016,Ranga Reddy,Safflower,Rabi,2700
2017,Ranga Reddy,Safflower,Rabi,2814
2018,Ranga Reddy,Safflower,Rabi,3122
2019,Ranga Reddy,Safflower,Rabi,3122
2020,Ranga Reddy,Safflower,Rabi,3122
2021,Ranga Reddy,Safflower,Rabi,3122
2022,Ranga Reddy,Safflower,Rabi,5212
2023,Ranga Reddy,Safflower,Rabi,4001
2024,Ranga Reddy,Safflower,Rabi,4001
2013,Ranga Reddy,Sesamum,Kharif,5900
2014,Ranga Reddy,Sesamum,Kharif,5900
2015,Ranga Reddy,Sesamum,Kharif,5900
2016,Ranga Reddy,Sesamum,Kharif,4925
2017,Ranga Reddy,Sesamum,Kharif,4925
2018,Ranga Reddy,Sesamum,Kharif,4925
2019,Ranga Reddy,Sesamum,Kharif,4925
2020,Ranga Reddy,Sesamum,Kharif,4925
2021,Ranga Reddy,Sesamum,Kharif,4925
2022,Ranga Reddy,Sesamum,Kharif,4925
2023,Ranga Reddy,Sesamum,Kharif,4925
2024,Ranga Reddy,Sesamum,Kharif,4925
2013,Ranga Reddy,Soyabean,Kharif,3222
2013,Ranga Reddy,Soyabean,Rabi,2517
2014,Ranga Reddy,Soyabean,Kharif,3067
2014,Ranga Reddy,Soyabean,Rabi,2517
2015,Ranga Reddy,Soyabean,Kharif,3480
2015,Ranga Reddy,Soyabean,Rabi,2517
2016,Ranga Reddy,Soyabean,Kharif,2451
2016,Ranga Reddy,Soyabean,Rabi,2517
2017,Ranga Reddy,Soyabean,Kharif,2500
2017,Ranga Reddy,Soyabean,Rabi,2517
2018,Ranga Reddy,Soyabean,Kharif,2939
2018,Ranga Reddy,Soyabean,Rabi,3472
2019,Ranga Reddy,Soyabean,Kharif,3179
2019,Ranga Reddy,Soyabean,Rabi,3472
2020,Ranga Reddy,Soyabean,Kharif,4138
2020,Ranga Reddy,Soyabean,Rabi,3472
2021,Ranga Reddy,Soyabean,Kharif,5356
2021,Ranga Reddy,Soyabean,Rabi,3472
2022,Ranga Reddy,Soyabean,Kharif,5143
2022,Ranga Reddy,Soyabean,Rabi,6704
2023,Ranga Reddy,Soyabean,Kharif,4813
2023,Ranga Reddy,Soyabean,Rabi,4580
2024,Ranga Reddy,Soyabean,Kharif,4813
2024,Ranga Reddy,Soyabean,Rabi,4292
2013,Ranga Reddy,Sunflower,Rabi,2839
2014,Ranga Reddy,Sunflower,Rabi,2839
2015,Ranga Reddy,Sunflower,Rabi,2839
2016,Ranga Reddy,Sunflower,Rabi,2839
2017,Ranga Reddy,Sunflower,Rabi,2839
2018,Ranga Reddy,Sunflower,Rabi,2839
2019,Ranga Reddy,Sunflower,Rabi,2839
2020,Ranga Reddy,Sunflower,Rabi,2839
2021,Ranga Reddy,Sunflower,Rabi,2839
2022,Ranga Reddy,Sunflower,Rabi,2839
2023,Ranga Reddy,Sunflower,Rabi,2839
2024,Ranga Reddy,Sunflower,Rabi,2839
2013,Ranga Reddy,Sweet potato,Kharif,2087
2013,Ranga Reddy,Sweet potato,Rabi,1752
2013,Ranga Reddy,Sweet potato,Whole Year,2205
2014,Ranga Reddy,Sweet potato,Kharif,2087
2014,Ranga Reddy,Sweet potato,Rabi,1752
2014,Ranga Reddy,Sweet potato,Whole Year,2205
2015,Ranga Reddy,Sweet potato,Kharif,2087
2015,Ranga Reddy,Sweet potato,Rabi,1752
2015,Ranga Reddy,Sweet potato,Whole Year,2205
2016,Ranga Reddy,Sweet potato,Kharif,2087
2016,Ranga Reddy,Sweet potato,Rabi,1752
2016,Ranga Reddy,Sweet potato,Whole Year,2205
2017,Ranga Reddy,Sweet potato,Kharif,2087
2017,Ranga Reddy,Sweet potato,Rabi,1752
2017,Ranga Reddy,Sweet potato,Whole Year,2205
2018,Ranga Reddy,Sweet potato,Kharif,2087
2018,Ranga Reddy,Sweet potato,Rabi,1752
2018,Ranga Reddy,Sweet potato,Whole Year,2205
2019,Ranga Reddy,Sweet potato,Kharif,2087
2019,Ranga Reddy,Sweet potato,Rabi,1752
2019,Ranga Reddy,Sweet potato,Whole Year,2205
2020,Ranga Reddy,Sweet potato,Kharif,2087
2020,Ranga Reddy,Sweet potato,Rabi,1752
2020,Ranga Reddy,Sweet potato,Whole Year,2205
2021,Ranga Reddy,Sweet potato,Kharif,2087
2021,Ranga Reddy,Sweet potato,Rabi,1752
2021,Ranga Reddy,Sweet potato,Whole Year,2205
2022,Ranga Reddy,Sweet potato,Kharif,2173
2022,Ranga Reddy,Sweet potato,Rabi,1752
2022,Ranga Reddy,Sweet potato,Whole Year,2365
2023,Ranga Reddy,Sweet potato,Kharif,2453
2023,Ranga Reddy,Sweet potato,Rabi,1752
2023,Ranga Reddy,Sweet potato,Whole Year,2443
2024,Ranga Reddy,Sweet potato,Kharif,2494
2024,Ranga Reddy,Sweet potato,Rabi,2431
2024,Ranga Reddy,Sweet potato,Whole Year,2666
2013,Ranga Reddy,Turmeric,Kharif,4304
2013,Ranga Reddy,Turmeric,Rabi,5330
2014,Ranga Reddy,Turmeric,Kharif,4893
2014,Ranga Reddy,Turmeric,Rabi,5330
2015,Ranga Reddy,Turmeric,Kharif,8145
2015,Ranga Reddy,Turmeric,Rabi,6526
2016,Ranga Reddy,Turmeric,Kharif,6784
2016,Ranga Reddy,Turmeric,Rabi,7885
2017,Ranga Reddy,Turmeric,Kharif,6035
2017,Ranga Reddy,Turmeric,Rabi,4986
2018,Ranga Reddy,Turmeric,Kharif,6025
2018,Ranga Reddy,Turmeric,Rabi,6677
2019,Ranga Reddy,Turmeric,Kharif,4638
2019,Ranga Reddy,Turmeric,Rabi,5567
2020,Ranga Reddy,Turmeric,Kharif,4068
2020,Ranga Reddy,Turmeric,Rabi,5567
2021,Ranga Reddy,Turmeric,Kharif,4068
2021,Ranga Reddy,Turmeric,Rabi,5567
2022,Ranga Reddy,Turmeric,Kharif,5164
2022,Ranga Reddy,Turmeric,Rabi,5677
2023,Ranga Reddy,Turmeric,Kharif,6006
2023,Ranga Reddy,Turmeric,Rabi,5117
2024,Ranga Reddy,Turmeric,Kharif,6006
2024,Ranga Reddy,Turmeric,Rabi,13848
2013,Ranga Reddy,Urad,Kharif,3977
2013,Ranga Reddy,Urad,Rabi,5465
2014,Ranga Reddy,Urad,Kharif,3977
2014,Ranga Reddy,Urad,Rabi,5465
2015,Ranga Reddy,Urad,Kharif,9058
2015,Ranga Reddy,Urad,Rabi,5465
2016,Ranga Reddy,Urad,Kharif,6802
2016,Ranga Reddy,Urad,Rabi,5465
2017,Ranga Reddy,Urad,Kharif,3536
2017,Ranga Reddy,Urad,Rabi,5465
2018,Ranga Reddy,Urad,Kharif,4045
2018,Ranga Reddy,Urad,Rabi,5465
2019,Ranga Reddy,Urad,Kharif,4045
2019,Ranga Reddy,Urad,Rabi,5465
2020,Ranga Reddy,Urad,Kharif,4045
2020,Ranga Reddy,Urad,Rabi,5465
2021,Ranga Reddy,Urad,Kharif,4045
2021,Ranga Reddy,Urad,Rabi,5465
2022,Ranga Reddy,Urad,Kharif,4801
2022,Ranga Reddy,Urad,Rabi,6000
2023,Ranga Reddy,Urad,Kharif,5189
2023,Ranga Reddy,Urad,Rabi,6000
2024,Ranga Reddy,Urad,Kharif,5189
2024,Ranga Reddy,Urad,Rabi,6000
2013,Warangal,Arhar/Tur,Kharif,4700
2013,Warangal,Arhar/Tur,Rabi,7944
2014,Warangal,Arhar/Tur,Kharif,4700
2014,Warangal,Arhar/Tur,Rabi,7944
2015,Warangal,Arhar/Tur,Kharif,4700
2015,Warangal,Arhar/Tur,Rabi,7944
2016,Warangal,Arhar/Tur,Kharif,4700
2016,Warangal,Arhar/Tur,Rabi,7944
2017,Warangal,Arhar/Tur,Kharif,3882
2017,Warangal,Arhar/Tur,Rabi,3874
2018,Warangal,Arhar/Tur,Kharif,3900
2018,Warangal,Arhar/Tur,Rabi,3787
2019,Warangal,Arhar/Tur,Kharif,4893
2019,Warangal,Arhar/Tur,Rabi,4757
2020,Warangal,Arhar/Tur,Kharif,5110
2020,Warangal,Arhar/Tur,Rabi,4778
2021,Warangal,Arhar/Tur,Kharif,5305
2021,Warangal,Arhar/Tur,Rabi,5937
2022,Warangal,Arhar/Tur,Kharif,5359
2022,Warangal,Arhar/Tur,Rabi,4950
2023,Warangal,Arhar/Tur,Kharif,7963
2023,Warangal,Arhar/Tur,Rabi,7480
2024,Warangal,Arhar/Tur,Kharif,8808
2024,Warangal,Arhar/Tur,Rabi,9434
2013,Warangal,Bajra,Kharif,1825
2014,Warangal,Bajra,Kharif,1825
2015,Warangal,Bajra,Kharif,1825
2016,Warangal,Bajra,Kharif,1825
2017,Warangal,Bajra,Kharif,1825
2018,Warangal,Bajra,Kharif,1825
2019,Warangal,Bajra,Kharif,1825
2020,Warangal,Bajra,Kharif,1825
2021,Warangal,Bajra,Kharif,1825
2022,Warangal,Bajra,Kharif,1825
2023,Warangal,Bajra,Kharif,1825
2024,Warangal,Bajra,Kharif,1825
2013,Warangal,Banana,Kharif,3133
2013,Warangal,Banana,Whole Year,3133
2014,Warangal,Banana,Kharif,3133
2014,Warangal,Banana,Whole Year,3133
2015,Warangal,Banana,Kharif,3133
2015,Warangal,Banana,Whole Year,3133
2016,Warangal,Banana,Kharif,3133
2016,Warangal,Banana,Whole Year,3133
2017,Warangal,Banana,Kharif,3133
2017,Warangal,Banana,Whole Year,3133
2018,Warangal,Banana,Kharif,3133
2018,Warangal,Banana,Whole Year,3133
2019,Warangal,Banana,Kharif,3133
2019,Warangal,Banana,Whole Year,3133
2020,Warangal,Banana,Kharif,3133
2020,Warangal,Banana,Whole Year,3133
2021,Warangal,Banana,Kharif,3133
2021,Warangal,Banana,Whole Year,3133
2022,Warangal,Banana,Kharif,3133
2022,Warangal,Banana,Whole Year,3133
2023,Warangal,Banana,Kharif,2588
2023,Warangal,Banana,Whole Year,2688
2024,Warangal,Banana,Kharif,2588
2024,Warangal,Banana,Whole Year,2619
2013,Warangal,Castor seed,Kharif,3225
2013,Warangal,Castor seed,Rabi,2806
2014,Warangal,Castor seed,Kharif,3225
2014,Warangal,Castor seed,Rabi,2739
2015,Warangal,Castor seed,Kharif,3315
2015,Warangal,Castor seed,Rabi,3265
2016,Warangal,Castor seed,Kharif,2897
2016,Warangal,Castor seed,Rabi,2986
2017,Warangal,Castor seed,Kharif,3212
2017,Warangal,Castor seed,Rabi,3533
2018,Warangal,Castor seed,Kharif,3212
2018,Warangal,Castor seed,Rabi,3051
2019,Warangal,Castor seed,Kharif,3879
2019,Warangal,Castor seed,Rabi,4470
2020,Warangal,Castor seed,Kharif,3879
2020,Warangal,Castor seed,Rabi,4470
2021,Warangal,Castor seed,Kharif,3879
2021,Warangal,Castor seed,Rabi,4470
2022,Warangal,Castor seed,Kharif,5443
2022,Warangal,Castor seed,Rabi,5325
2023,Warangal,Castor seed,Kharif,4332
2023,Warangal,Castor seed,Rabi,5449
2024,Warangal,Castor seed,Kharif,4332
2024,Warangal,Castor seed,Rabi,4504
2013,Warangal,Coriander,Rabi,5206
2013,Warangal,Coriander,Whole Year,8500
2014,Warangal,Coriander,Rabi,5206
2014,Warangal,Coriander,Whole Year,8500
2015,Warangal,Coriander,Rabi,5206
2015,Warangal,Coriander,Whole Year,8500
2016,Warangal,Coriander,Rabi,5206
2016,Warangal,Coriander,Whole Year,7852
2017,Warangal,Coriander,Rabi,5206
2017,Warangal,Coriander,Whole Year,4591
2018,Warangal,Coriander,Rabi,5025
2018,Warangal,Coriander,Whole Year,5140
2019,Warangal,Coriander,Rabi,5025
2019,Warangal,Coriander,Whole Year,5140
2020,Warangal,Coriander,Rabi,5025
2020,Warangal,Coriander,Whole Year,5140
2021,Warangal,Coriander,Rabi,5025
2021,Warangal,Coriander,Whole Year,5140
2022,Warangal,Coriander,Rabi,5025
2022,Warangal,Coriander,Whole Year,5140
2023,Warangal,Coriander,Rabi,5025
2023,Warangal,Coriander,Whole Year,5140
2024,Warangal,Coriander,Rabi,5025
2024,Warangal,Coriander,Whole Year,5140
2013,Warangal,Cowpea(Lobia),Kharif,4000
2013,Warangal,Cowpea(Lobia),Rabi,3221
2014,Warangal,Cowpea(Lobia),Kharif,4000
2014,Warangal,Cowpea(Lobia),Rabi,3221
2015,Warangal,Cowpea(Lobia),Kharif,4000
2015,Warangal,Cowpea(Lobia),Rabi,3804
2016,Warangal,Cowpea(Lobia),Kharif,5240
2016,Warangal,Cowpea(Lobia),Rabi,4794
2017,Warangal,Cowpea(Lobia),Kharif,5268
2017,Warangal,Cowpea(Lobia),Rabi,5111
2018,Warangal,Cowpea(Lobia),Kharif,4410
2018,Warangal,Cowpea(Lobia),Rabi,3917
2019,Warangal,Cowpea(Lobia),Kharif,3501
2019,Warangal,Cowpea(Lobia),Rabi,3760
2020,Warangal,Cowpea(Lobia),Kharif,3501
2020,Warangal,Cowpea(Lobia),Rabi,3760
2021,Warangal,Cowpea(Lobia),Kharif,3501
2021,Warangal,Cowpea(Lobia),Rabi,3760
2022,Warangal,Cowpea(Lobia),Kharif,5223
2022,Warangal,Cowpea(Lobia),Rabi,5329
2023,Warangal,Cowpea(Lobia),Kharif,5687
2023,Warangal,Cowpea(Lobia),Rabi,6284
2024,Warangal,Cowpea(Lobia),Kharif,5687
2024,Warangal,Cowpea(Lobia),Rabi,7635
2013,Warangal,Dry chillies,Kharif,3900
2013,Warangal,Dry chillies,Rabi,2350
2014,Warangal,Dry chillies,Kharif,2955
2014,Warangal,Dry chillies,Rabi,2501
2015,Warangal,Dry chillies,Kharif,5093
2015,Warangal,Dry chillies,Rabi,3581
2016,Warangal,Dry chillies,Kharif,3849
2016,Warangal,Dry chillies,Rabi,4638
2017,Warangal,Dry chillies,Kharif,3999
2017,Warangal,Dry chillies,Rabi,2166
2018,Warangal,Dry chillies,Kharif,6032
2018,Warangal,Dry chillies,Rabi,6492
2019,Warangal,Dry chillies,Kharif,10692
2019,Warangal,Dry chillies,Rabi,7192
2020,Warangal,Dry chillies,Kharif,10692
2020,Warangal,Dry chillies,Rabi,7192
2021,Warangal,Dry chillies,Kharif,10692
2021,Warangal,Dry chillies,Rabi,7192
2022,Warangal,Dry chillies,Kharif,17407
2022,Warangal,Dry chillies,Rabi,15698
2023,Warangal,Dry chillies,Kharif,20552
2023,Warangal,Dry chillies,Rabi,23097
2024,Warangal,Dry chillies,Kharif,20552
2024,Warangal,Dry chillies,Rabi,13529
2013,Warangal,Gram,Kharif,7982
2013,Warangal,Gram,Rabi,4810
2014,Warangal,Gram,Kharif,7982
2014,Warangal,Gram,Rabi,4810
2015,Warangal,Gram,Kharif,7982
2015,Warangal,Gram,Rabi,4810
2016,Warangal,Gram,Kharif,7982
2016,Warangal,Gram,Rabi,4810
