year,district,crop,season,price
2022,Mahbubnagar,Jowar,Rabi,2960
2023,Mahbubnagar,Jowar,Kharif,4482
2023,Mahbubnagar,Jowar,Rabi,4540
2024,Mahbubnagar,Jowar,Kharif,4482
2024,Mahbubnagar,Jowar,Rabi,4078
2013,Mahbubnagar,Maize,Kharif,1211
2013,Mahbubnagar,Maize,Rabi,1369
2014,Mahbubnagar,Maize,Kharif,1102
2014,Mahbubnagar,Maize,Rabi,1234
2015,Mahbubnagar,Maize,Kharif,1357
2015,Mahbubnagar,Maize,Rabi,1250
2016,Mahbubnagar,Maize,Kharif,1392
2016,Mahbubnagar,Maize,Rabi,1402
2017,Mahbubnagar,Maize,Kharif,1254
2017,Mahbubnagar,Maize,Rabi,1491
2018,Mahbubnagar,Maize,Kharif,1421
2018,Mahbubnagar,Maize,Rabi,1157
2019,Mahbubnagar,Maize,Kharif,1763
2019,Mahbubnagar,Maize,Rabi,1966
2020,Mahbubnagar,Maize,Kharif,1539
2020,Mahbubnagar,Maize,Rabi,1351
2021,Mahbubnagar,Maize,Kharif,1654
2021,Mahbubnagar,Maize,Rabi,1569
2022,Mahbubnagar,Maize,Kharif,1980
2022,Mahbubnagar,Maize,Rabi,1979
2023,Mahbubnagar,Maize,Kharif,2103
2023,Mahbubnagar,Maize,Rabi,1933
2024,Mahbubnagar,Maize,Kharif,2291
2024,Mahbubnagar,Maize,Rabi,2196
2013,Mahbubnagar,Masoor,Rabi,3690
2014,Mahbubnagar,Masoor,Rabi,3690
2015,Mahbubnagar,Masoor,Rabi,3690
2016,Mahbubnagar,Masoor,Rabi,3690
2017,Mahbubnagar,Masoor,Rabi,3690
2018,Mahbubnagar,Masoor,Rabi,3690
2019,Mahbubnagar,Masoor,Rabi,3690
2020,Mahbubnagar,Masoor,Rabi,3690
2021,Mahbubnagar,Masoor,Rabi,3690
2022,Mahbubnagar,Masoor,Rabi,3690
2023,Mahbubnagar,Masoor,Rabi,3690
2024,Mahbubnagar,Masoor,Rabi,3690
2013,Mahbubnagar,Moong(Green Gram),Kharif,4196
2013,Mahbubnagar,Moong(Green Gram),Rabi,4921
2014,Mahbubnagar,Moong(Green Gram),Kharif,4446
2014,Mahbubnagar,Moong(Green Gram),Rabi,6181
2015,Mahbubnagar,Moong(Green Gram),Kharif,6775
2015,Mahbubnagar,Moong(Green Gram),Rabi,6678
2016,Mahbubnagar,Moong(Green Gram),Kharif,4733
2016,Mahbubnagar,Moong(Green Gram),Rabi,5753
2017,Mahbubnagar,Moong(Green Gram),Kharif,3325
2017,Mahbubnagar,Moong(Green Gram),Rabi,4320
2018,Mahbubnagar,Moong(Green Gram),Kharif,4368
2018,Mahbubnagar,Moong(Green Gram),Rabi,4737
2019,Mahbubnagar,Moong(Green Gram),Kharif,4368
2019,Mahbubnagar,Moong(Green Gram),Rabi,5434
2020,Mahbubnagar,Moong(Green Gram),Kharif,4368
2020,Mahbubnagar,Moong(Green Gram),Rabi,5434
2021,Mahbubnagar,Moong(Green Gram),Kharif,4368
2021,Mahbubnagar,Moong(Green Gram),Rabi,5434
2022,Mahbubnagar,Moong(Green Gram),Kharif,6275
2022,Mahbubnagar,Moong(Green Gram),Rabi,6275
2023,Mahbubnagar,Moong(Green Gram),Kharif,7812
2023,Mahbubnagar,Moong(Green Gram),Rabi,7401
2024,Mahbubnagar,Moong(Green Gram),Kharif,7812
2024,Mahbubnagar,Moong(Green Gram),Rabi,7296
2013,Mahbubnagar,Mustard,Rabi,3124
2014,Mahbubnagar,Mustard,Rabi,3124
2015,Mahbubnagar,Mustard,Rabi,3124
2016,Mahbubnagar,Mustard,Rabi,3124
2017,Mahbubnagar,Mustard,Rabi,3124
2018,Mahbubnagar,Mustard,Rabi,3124
2019,Mahbubnagar,Mustard,Rabi,3124
2020,Mahbubnagar,Mustard,Rabi,3124
2021,Mahbubnagar,Mustard,Rabi,3124
2022,Mahbubnagar,Mustard,Rabi,3124
2023,Mahbubnagar,Mustard,Rabi,3124
2024,Mahbubnagar,Mustard,Rabi,3124
2013,Mahbubnagar,Onion,Kharif,1958
2013,Mahbubnagar,Onion,Rabi,844
2014,Mahbubnagar,Onion,Kharif,770
2014,Mahbubnagar,Onion,Rabi,844
2015,Mahbubnagar,Onion,Kharif,1867
2015,Mahbubnagar,Onion,Rabi,865
2016,Mahbubnagar,Onion,Kharif,722
2016,Mahbubnagar,Onion,Rabi,739
2017,Mahbubnagar,Onion,Kharif,2545
2017,Mahbubnagar,Onion,Rabi,768
2018,Mahbubnagar,Onion,Kharif,1836
2018,Mahbubnagar,Onion,Rabi,1068
2019,Mahbubnagar,Onion,Kharif,2162
2019,Mahbubnagar,Onion,Rabi,701
2020,Mahbubnagar,Onion,Kharif,6156
2020,Mahbubnagar,Onion,Rabi,701
2021,Mahbubnagar,Onion,Kharif,6156
2021,Mahbubnagar,Onion,Rabi,701
2022,Mahbubnagar,Onion,Kharif,1644
2022,Mahbubnagar,Onion,Rabi,1178
2023,Mahbubnagar,Onion,Kharif,2837
2023,Mahbubnagar,Onion,Rabi,1038
2024,Mahbubnagar,Onion,Kharif,2837
2024,Mahbubnagar,Onion,Rabi,1038
2013,Mahbubnagar,Potato,Kharif,1450
2013,Mahbubnagar,Potato,Rabi,131
2013,Mahbubnagar,Potato,Whole Year,140
2014,Mahbubnagar,Potato,Kharif,1450
2014,Mahbubnagar,Potato,Rabi,131
2014,Mahbubnagar,Potato,Whole Year,140
2015,Mahbubnagar,Potato,Kharif,1450
2015,Mahbubnagar,Potato,Rabi,131
2015,Mahbubnagar,Potato,Whole Year,586
2016,Mahbubnagar,Potato,Kharif,1256
2016,Mahbubnagar,Potato,Rabi,1755
2016,Mahbubnagar,Potato,Whole Year,1475
2017,Mahbubnagar,Potato,Kharif,1105
2017,Mahbubnagar,Potato,Rabi,1219
2017,Mahbubnagar,Potato,Whole Year,1150
2018,Mahbubnagar,Potato,Kharif,1117
2018,Mahbubnagar,Potato,Rabi,1886
2018,Mahbubnagar,Potato,Whole Year,1685
2019,Mahbubnagar,Potato,Kharif,1117
2019,Mahbubnagar,Potato,Rabi,1550
2019,Mahbubnagar,Potato,Whole Year,1514
2020,Mahbubnagar,Potato,Kharif,1117
2020,Mahbubnagar,Potato,Rabi,1550
2020,Mahbubnagar,Potato,Whole Year,1514
2021,Mahbubnagar,Potato,Kharif,2205
2021,Mahbubnagar,Potato,Rabi,1550
2021,Mahbubnagar,Potato,Whole Year,2215
2022,Mahbubnagar,Potato,Kharif,2793
2022,Mahbubnagar,Potato,Rabi,2347
2022,Mahbubnagar,Potato,Whole Year,2538
2023,Mahbubnagar,Potato,Kharif,2645
2023,Mahbubnagar,Potato,Rabi,2064
2023,Mahbubnagar,Potato,Whole Year,2349
2024,Mahbubnagar,Potato,Kharif,2645
2024,Mahbubnagar,Potato,Rabi,3268
2024,Mahbubnagar,Potato,Whole Year,3498
2013,Mahbubnagar,Ragi,Kharif,1545
2013,Mahbubnagar,Ragi,Rabi,1636
2014,Mahbubnagar,Ragi,Kharif,1535
2014,Mahbubnagar,Ragi,Rabi,1408
2015,Mahbubnagar,Ragi,Kharif,1612
2015,Mahbubnagar,Ragi,Rabi,1549
2016,Mahbubnagar,Ragi,Kharif,2161
2016,Mahbubnagar,Ragi,Rabi,1879
2017,Mahbubnagar,Ragi,Kharif,2082
2017,Mahbubnagar,Ragi,Rabi,2533
2018,Mahbubnagar,Ragi,Kharif,2097
2018,Mahbubnagar,Ragi,Rabi,1858
2019,Mahbubnagar,Ragi,Kharif,1804
2019,Mahbubnagar,Ragi,Rabi,2207
2020,Mahbubnagar,Ragi,Kharif,1804
2020,Mahbubnagar,Ragi,Rabi,2207
2021,Mahbubnagar,Ragi,Kharif,1804
2021,Mahbubnagar,Ragi,Rabi,2207
2022,Mahbubnagar,Ragi,Kharif,2201
2022,Mahbubnagar,Ragi,Rabi,1994
2023,Mahbubnagar,Ragi,Kharif,2143
2023,Mahbubnagar,Ragi,Rabi,2219
2024,Mahbubnagar,Ragi,Kharif,2143
2024,Mahbubnagar,Ragi,Rabi,3298
2013,Mahbubnagar,Safflower,Kharif,3929
2013,Mahbubnagar,Safflower,Rabi,3388
2014,Mahbubnagar,Safflower,Kharif,3929
2014,Mahbubnagar,Safflower,Rabi,2798
2015,Mahbubnagar,Safflower,Kharif,3929
2015,Mahbubnagar,Safflower,Rabi,2599
2016,Mahbubnagar,Safflower,Kharif,3929
2016,Mahbubnagar,Safflower,Rabi,2600
2017,Mahbubnagar,Safflower,Kharif,3929
2017,Mahbubnagar,Safflower,Rabi,2832
2018,Mahbubnagar,Safflower,Kharif,3929
2018,Mahbubnagar,Safflower,Rabi,2887
2019,Mahbubnagar,Safflower,Kharif,3929
2019,Mahbubnagar,Safflower,Rabi,3629
2020,Mahbubnagar,Safflower,Kharif,3929
2020,Mahbubnagar,Safflower,Rabi,3689
2021,Mahbubnagar,Safflower,Kharif,3929
2021,Mahbubnagar,Safflower,Rabi,3689
2022,Mahbubnagar,Safflower,Kharif,3929
2022,Mahbubnagar,Safflower,Rabi,5069
2023,Mahbubnagar,Safflower,Kharif,3929
2023,Mahbubnagar,Safflower,Rabi,4142
2024,Mahbubnagar,Safflower,Kharif,3929
2024,Mahbubnagar,Safflower,Rabi,4142
2013,Mahbubnagar,Sesamum,Kharif,3750
2014,Mahbubnagar,Sesamum,Kharif,3750
2015,Mahbubnagar,Sesamum,Kharif,3750
2016,Mahbubnagar,Sesamum,Kharif,3750
2017,Mahbubnagar,Sesamum,Kharif,3750
2018,Mahbubnagar,Sesamum,Kharif,3750
2019,Mahbubnagar,Sesamum,Kharif,3750
2020,Mahbubnagar,Sesamum,Kharif,3750
2021,Mahbubnagar,Sesamum,Kharif,3750
2022,Mahbubnagar,Sesamum,Kharif,3750
2023,Mahbubnagar,Sesamum,Kharif,3750
2024,Mahbubnagar,Sesamum,Kharif,3750
2013,Mahbubnagar,Small millets,Kharif,1278
2014,Mahbubnagar,Small millets,Kharif,1278
2015,Mahbubnagar,Small millets,Kharif,1278
2016,Mahbubnagar,Small millets,Kharif,1278
2017,Mahbubnagar,Small millets,Kharif,1278
2018,Mahbubnagar,Small millets,Kharif,1278
2019,Mahbubnagar,Small millets,Kharif,1278
2020,Mahbubnagar,Small millets,Kharif,1278
2021,Mahbubnagar,Small millets,Kharif,1278
2022,Mahbubnagar,Small millets,Kharif,1278
2023,Mahbubnagar,Small millets,Kharif,1278
2024,Mahbubnagar,Small millets,Kharif,1278
2013,Mahbubnagar,Soyabean,Kharif,2331
2014,Mahbubnagar,Soyabean,Kharif,2331
2015,Mahbubnagar,Soyabean,Kharif,2331
2016,Mahbubnagar,Soyabean,Kharif,2331
2017,Mahbubnagar,Soyabean,Kharif,2006
2018,Mahbubnagar,Soyabean,Kharif,2630
2019,Mahbubnagar,Soyabean,Kharif,2630
2020,Mahbubnagar,Soyabean,Kharif,2630
2021,Mahbubnagar,Soyabean,Kharif,2630
2022,Mahbubnagar,Soyabean,Kharif,2630
2023,Mahbubnagar,Soyabean,Kharif,2630
2024,Mahbubnagar,Soyabean,Kharif,2630
2013,Mahbubnagar,Sunflower,Kharif,2769
2013,Mahbubnagar,Sunflower,Rabi,3197
2014,Mahbubnagar,Sunflower,Kharif,2759
2014,Mahbubnagar,Sunflower,Rabi,3001
2015,Mahbubnagar,Sunflower,Kharif,2694
2015,Mahbubnagar,Sunflower,Rabi,2812
2016,Mahbubnagar,Sunflower,Kharif,2766
2016,Mahbubnagar,Sunflower,Rabi,3000
2017,Mahbubnagar,Sunflower,Kharif,2329
2017,Mahbubnagar,Sunflower,Rabi,2844
2018,Mahbubnagar,Sunflower,Kharif,2083
2018,Mahbubnagar,Sunflower,Rabi,2851
2019,Mahbubnagar,Sunflower,Kharif,2083
2019,Mahbubnagar,Sunflower,Rabi,2378
2020,Mahbubnagar,Sunflower,Kharif,2083
2020,Mahbubnagar,Sunflower,Rabi,2378
2021,Mahbubnagar,Sunflower,Kharif,2083
2021,Mahbubnagar,Sunflower,Rabi,2378
2022,Mahbubnagar,Sunflower,Kharif,2083
2022,Mahbubnagar,Sunflower,Rabi,6633
2023,Mahbubnagar,Sunflower,Kharif,4863
2023,Mahbubnagar,Sunflower,Rabi,4374
2024,Mahbubnagar,Sunflower,Kharif,4863
2024,Mahbubnagar,Sunflower,Rabi,4374
2013,Mahbubnagar,Sweet potato,Kharif,1400
2013,Mahbubnagar,Sweet potato,Whole Year,1500
2014,Mahbubnagar,Sweet potato,Kharif,1400
2014,Mahbubnagar,Sweet potato,Whole Year,1500
2015,Mahbubnagar,Sweet potato,Kharif,1400
2015,Mahbubnagar,Sweet potato,Whole Year,1500
2016,Mahbubnagar,Sweet potato,Kharif,1400
2016,Mahbubnagar,Sweet potato,Whole Year,1500
2017,Mahbubnagar,Sweet potato,Kharif,1400
2017,Mahbubnagar,Sweet potato,Whole Year,1500
2018,Mahbubnagar,Sweet potato,Kharif,1400
2018,Mahbubnagar,Sweet potato,Whole Year,1500
2019,Mahbubnagar,Sweet potato,Kharif,1400
2019,Mahbubnagar,Sweet potato,Whole Year,1500
2020,Mahbubnagar,Sweet potato,Kharif,1400
2020,Mahbubnagar,Sweet potato,Whole Year,1500
2021,Mahbubnagar,Sweet potato,Kharif,1400
2021,Mahbubnagar,Sweet potato,Whole Year,1500
2022,Mahbubnagar,Sweet potato,Kharif,1400
2022,Mahbubnagar,Sweet potato,Whole Year,1467
2023,Mahbubnagar,Sweet potato,Kharif,2267
2023,Mahbubnagar,Sweet potato,Whole Year,2267
2024,Mahbubnagar,Sweet potato,Kharif,2267
2024,Mahbubnagar,Sweet potato,Whole Year,2267
2013,Mahbubnagar,Urad,Kharif,3600
2013,Mahbubnagar,Urad,Rabi,3025
2014,Mahbubnagar,Urad,Kharif,3600
2014,Mahbubnagar,Urad,Rabi,3025
2015,Mahbubnagar,Urad,Kharif,3600
2015,Mahbubnagar,Urad,Rabi,3025
2016,Mahbubnagar,Urad,Kharif,3600
2016,Mahbubnagar,Urad,Rabi,3025
2017,Mahbubnagar,Urad,Kharif,3600
2017,Mahbubnagar,Urad,Rabi,3025
2018,Mahbubnagar,Urad,Kharif,3600
2018,Mahbubnagar,Urad,Rabi,5400
2019,Mahbubnagar,Urad,Kharif,3600
2019,Mahbubnagar,Urad,Rabi,5400
2020,Mahbubnagar,Urad,Kharif,3600
2020,Mahbubnagar,Urad,Rabi,5400
2021,Mahbubnagar,Urad,Kharif,3600
2021,Mahbubnagar,Urad,Rabi,5400
2022,Mahbubnagar,Urad,Kharif,6369
2022,Mahbubnagar,Urad,Rabi,5809
2023,Mahbubnagar,Urad,Kharif,8568
2023,Mahbubnagar,Urad,Rabi,7125
2024,Mahbubnagar,Urad,Kharif,8568
2024,Mahbubnagar,Urad,Rabi,8336
2013,Mahbubnagar,Wheat,Rabi,1395
2014,Mahbubnagar,Wheat,Rabi,1395
2015,Mahbubnagar,Wheat,Rabi,1395
2016,Mahbubnagar,Wheat,Rabi,1395
2017,Mahbubnagar,Wheat,Rabi,1395
2018,Mahbubnagar,Wheat,Rabi,1395
2019,Mahbubnagar,Wheat,Rabi,1395
2020,Mahbubnagar,Wheat,Rabi,1395
2021,Mahbubnagar,Wheat,Rabi,1395
2022,Mahbubnagar,Wheat,Rabi,1395
2023,Mahbubnagar,Wheat,Rabi,1395
2024,Mahbubnagar,Wheat,Rabi,1395
2013,Medak,Arhar/Tur,Kharif,5063
2013,Medak,Arhar/Tur,Rabi,8012
2014,Medak,Arhar/Tur,Kharif,5063
2014,Medak,Arhar/Tur,Rabi,8012
2015,Medak,Arhar/Tur,Kharif,5063
2015,Medak,Arhar/Tur,Rabi,8012
2016,Medak,Arhar/Tur,Kharif,5063
2016,Medak,Arhar/Tur,Rabi,8012
2017,Medak,Arhar/Tur,Kharif,4076
2017,Medak,Arhar/Tur,Rabi,4014
2018,Medak,Arhar/Tur,Kharif,4053
2018,Medak,Arhar/Tur,Rabi,3580
2019,Medak,Arhar/Tur,Kharif,4952
2019,Medak,Arhar/Tur,Rabi,5012
2020,Medak,Arhar/Tur,Kharif,5291
2020,Medak,Arhar/Tur,Rabi,4910
2021,Medak,Arhar/Tur,Kharif,5800
2021,Medak,Arhar/Tur,Rabi,6407
2022,Medak,Arhar/Tur,Kharif,6157
2022,Medak,Arhar/Tur,Rabi,5625
2023,Medak,Arhar/Tur,Kharif,7550
2023,Medak,Arhar/Tur,Rabi,7697
2024,Medak,Arhar/Tur,Kharif,9317
2024,Medak,Arhar/Tur,Rabi,10711
2013,Medak,Bajra,Kharif,1537
2013,Medak,Bajra,Rabi,1400
2014,Medak,Bajra,Kharif,1500
2014,Medak,Bajra,Rabi,1400
2015,Medak,Bajra,Kharif,1382
2015,Medak,Bajra,Rabi,1400
2016,Medak,Bajra,Kharif,1570
2016,Medak,Bajra,Rabi,1400
2017,Medak,Bajra,Kharif,1342
2017,Medak,Bajra,Rabi,1400
2018,Medak,Bajra,Kharif,1342
2018,Medak,Bajra,Rabi,1400
2019,Medak,Bajra,Kharif,1570
2019,Medak,Bajra,Rabi,1400
2020,Medak,Bajra,Kharif,2520
2020,Medak,Bajra,Rabi,1400
2021,Medak,Bajra,Kharif,2520
2021,Medak,Bajra,Rabi,1400
2022,Medak,Bajra,Kharif,2520
2022,Medak,Bajra,Rabi,1400
2023,Medak,Bajra,Kharif,2520
2023,Medak,Bajra,Rabi,1400
2024,Medak,Bajra,Kharif,2520
2024,Medak,Bajra,Rabi,1400
2013,Medak,Castor seed,Kharif,2945
2013,Medak,Castor seed,Rabi,2966
2014,Medak,Castor seed,Kharif,2945
2014,Medak,Castor seed,Rabi,3251
2015,Medak,Castor seed,Kharif,3294
2015,Medak,Castor seed,Rabi,3503
2016,Medak,Castor seed,Kharif,3157
2016,Medak,Castor seed,Rabi,3159
2017,Medak,Castor seed,Kharif,3082
2017,Medak,Castor seed,Rabi,3635
2018,Medak,Castor seed,Kharif,3550
2018,Medak,Castor seed,Rabi,3533
2019,Medak,Castor seed,Kharif,3550
2019,Medak,Castor seed,Rabi,4493
2020,Medak,Castor seed,Kharif,3550
2020,Medak,Castor seed,Rabi,4493
2021,Medak,Castor seed,Kharif,3550
2021,Medak,Castor seed,Rabi,4493
2022,Medak,Castor seed,Kharif,3550
2022,Medak,Castor seed,Rabi,4493
2023,Medak,Castor seed,Kharif,3550
2023,Medak,Castor seed,Rabi,4493
2024,Medak,Castor seed,Kharif,3550
2024,Medak,Castor seed,Rabi,5093
2013,Medak,Coriander,Kharif,6000
2013,Medak,Coriander,Rabi,5500
2013,Medak,Coriander,Whole Year,6000
2014,Medak,Coriander,Kharif,6000
2014,Medak,Coriander,Rabi,5500
2014,Medak,Coriander,Whole Year,6000
2015,Medak,Coriander,Kharif,6000
2015,Medak,Coriander,Rabi,5500
2015,Medak,Coriander,Whole Year,10700
2016,Medak,Coriander,Kharif,6000
2016,Medak,Coriander,Rabi,5500
2016,Medak,Coriander,Whole Year,10700
2017,Medak,Coriander,Kharif,5000
2017,Medak,Coriander,Rabi,5500
2017,Medak,Coriander,Whole Year,5250
2018,Medak,Coriander,Kharif,4653
2018,Medak,Coriander,Rabi,5352
2018,Medak,Coriander,Whole Year,5228
2019,Medak,Coriander,Kharif,4653
2019,Medak,Coriander,Rabi,5352
2019,Medak,Coriander,Whole Year,5228
2020,Medak,Coriander,Kharif,4653
2020,Medak,Coriander,Rabi,5352
2020,Medak,Coriander,Whole Year,5228
2021,Medak,Coriander,Kharif,4653
2021,Medak,Coriander,Rabi,5352
2021,Medak,Coriander,Whole Year,5228
2022,Medak,Coriander,Kharif,4653
2022,Medak,Coriander,Rabi,5352
2022,Medak,Coriander,Whole Year,5228
2023,Medak,Coriander,Kharif,4653
2023,Medak,Coriander,Rabi,5352
2023,Medak,Coriander,Whole Year,5228
2024,Medak,Coriander,Kharif,4653
2024,Medak,Coriander,Rabi,5352
2024,Medak,Coriander,Whole Year,5228
2013,Medak,Cowpea(Lobia),Kharif,4152
2013,Medak,Cowpea(Lobia),Rabi,3802
2014,Medak,Cowpea(Lobia),Kharif,3264
2014,Medak,Cowpea(Lobia),Rabi,3385
2015,Medak,Cowpea(Lobia),Kharif,4447
2015,Medak,Cowpea(Lobia),Rabi,3385
2016,Medak,Cowpea(Lobia),Kharif,4659
2016,Medak,Cowpea(Lobia),Rabi,4426
2017,Medak,Cowpea(Lobia),Kharif,5052
2017,Medak,Cowpea(Lobia),Rabi,5217
2018,Medak,Cowpea(Lobia),Kharif,4502
2018,Medak,Cowpea(Lobia),Rabi,4055
2019,Medak,Cowpea(Lobia),Kharif,4502
2019,Medak,Cowpea(Lobia),Rabi,4055
2020,Medak,Cowpea(Lobia),Kharif,4502
2020,Medak,Cowpea(Lobia),Rabi,4055
2021,Medak,Cowpea(Lobia),Kharif,4502
2021,Medak,Cowpea(Lobia),Rabi,4055
2022,Medak,Cowpea(Lobia),Kharif,6398
2022,Medak,Cowpea(Lobia),Rabi,5351
2023,Medak,Cowpea(Lobia),Kharif,6547
2023,Medak,Cowpea(Lobia),Rabi,5723
2024,Medak,Cowpea(Lobia),Kharif,7372
2024,Medak,Cowpea(Lobia),Rabi,7350
2013,Medak,Dry chillies,Rabi,18600
2014,Medak,Dry chillies,Rabi,18600
2015,Medak,Dry chillies,Rabi,18600
2016,Medak,Dry chillies,Rabi,18600
2017,Medak,Dry chillies,Rabi,18600
2018,Medak,Dry chillies,Rabi,18600
2019,Medak,Dry chillies,Rabi,18600
2020,Medak,Dry chillies,Rabi,18600
2021,Medak,Dry chillies,Rabi,18600
2022,Medak,Dry chillies,Rabi,18600
2023,Medak,Dry chillies,Rabi,18600
2024,Medak,Dry chillies,Rabi,18600
2013,Medak,Gram,Kharif,3532
2013,Medak,Gram,Rabi,3183
2014,Medak,Gram,Kharif,3532
2014,Medak,Gram,Rabi,2713
2015,Medak,Gram,Kharif,3114
2015,Medak,Gram,Rabi,3718
2016,Medak,Gram,Kharif,4753
2016,Medak,Gram,Rabi,4578
2017,Medak,Gram,Kharif,3933
2017,Medak,Gram,Rabi,5597
2018,Medak,Gram,Kharif,3638
2018,Medak,Gram,Rabi,3589
2019,Medak,Gram,Kharif,4348
2019,Medak,Gram,Rabi,4226
2020,Medak,Gram,Kharif,4442
2020,Medak,Gram,Rabi,3987
2021,Medak,Gram,Kharif,4621
2021,Medak,Gram,Rabi,4867
2022,Medak,Gram,Kharif,4429
2022,Medak,Gram,Rabi,4481
2023,Medak,Gram,Kharif,4989
2023,Medak,Gram,Rabi,4628
2024,Medak,Gram,Kharif,4989
2024,Medak,Gram,Rabi,6299
2013,Medak,Groundnut,Kharif,5475
2013,Medak,Groundnut,Rabi,3654
2014,Medak,Groundnut,Kharif,4925
2014,Medak,Groundnut,Rabi,3053
2015,Medak,Groundnut,Kharif,3318
2015,Medak,Groundnut,Rabi,4571
2016,Medak,Groundnut,Kharif,3311
2016,Medak,Groundnut,Rabi,2919
2017,Medak,Groundnut,Kharif,2808
2017,Medak,Groundnut,Rabi,3017
2018,Medak,Groundnut,Kharif,2868
2018,Medak,Groundnut,Rabi,2522
2019,Medak,Groundnut,Kharif,2868
2019,Medak,Groundnut,Rabi,2522
2020,Medak,Groundnut,Kharif,2868
2020,Medak,Groundnut,Rabi,2522
2021,Medak,Groundnut,Kharif,2868
2021,Medak,Groundnut,Rabi,2522
2022,Medak,Groundnut,Kharif,2868
2022,Medak,Groundnut,Rabi,4717
2023,Medak,Groundnut,Kharif,2868
2023,Medak,Groundnut,Rabi,4717
2024,Medak,Groundnut,Kharif,2868
2024,Medak,Groundnut,Rabi,5655
2013,Medak,Horse-gram,Kharif,1935
2013,Medak,Horse-gram,Rabi,2032
2014,Medak,Horse-gram,Kharif,2410
2014,Medak,Horse-gram,Rabi,2154
2015,Medak,Horse-gram,Kharif,2295
2015,Medak,Horse-gram,Rabi,2914
2016,Medak,Horse-gram,Kharif,4026
2016,Medak,Horse-gram,Rabi,3831
2017,Medak,Horse-gram,Kharif,4266
2017,Medak,Horse-gram,Rabi,4391
2018,Medak,Horse-gram,Kharif,3859
2018,Medak,Horse-gram,Rabi,3201
2019,Medak,Horse-gram,Kharif,3859
2019,Medak,Horse-gram,Rabi,3201
2020,Medak,Horse-gram,Kharif,3859
2020,Medak,Horse-gram,Rabi,3201
2021,Medak,Horse-gram,Kharif,3859
2021,Medak,Horse-gram,Rabi,3201
2022,Medak,Horse-gram,Kharif,3828
2022,Medak,Horse-gram,Rabi,3906
2023,Medak,Horse-gram,Kharif,5187
2023,Medak,Horse-gram,Rabi,5777
2024,Medak,Horse-gram,Kharif,5187
2024,Medak,Horse-gram,Rabi,8305
2013,Medak,Jowar,Kharif,1226
2013,Medak,Jowar,Rabi,1275
2014,Medak,Jowar,Kharif,1375
2014,Medak,Jowar,Rabi,1364
2015,Medak,Jowar,Kharif,1374
2015,Medak,Jowar,Rabi,1234
2016,Medak,Jowar,Kharif,1347
2016,Medak,Jowar,Rabi,1381
2017,Medak,Jowar,Kharif,1180
2017,Medak,Jowar,Rabi,1867
2018,Medak,Jowar,Kharif,1510
2018,Medak,Jowar,Rabi,1333
2019,Medak,Jowar,Kharif,2285
2019,Medak,Jowar,Rabi,1839
2020,Medak,Jowar,Kharif,2285
2020,Medak,Jowar,Rabi,1839
2021,Medak,Jowar,Kharif,2285
2021,Medak,Jowar,Rabi,1839
2022,Medak,Jowar,Kharif,2523
2022,Medak,Jowar,Rabi,2429
2023,Medak,Jowar,Kharif,3147
2023,Medak,Jowar,Rabi,2428
2024,Medak,Jowar,Kharif,3147
2024,Medak,Jowar,Rabi,3104
2013,Medak,Maize,Kharif,1282
2013,Medak,Maize,Rabi,1285
2014,Medak,Maize,Kharif,1161
2014,Medak,Maize,Rabi,1251
2015,Medak,Maize,Kharif,1402
2015,Medak,Maize,Rabi,1273
2016,Medak,Maize,Kharif,1425
2016,Medak,Maize,Rabi,1456
2017,Medak,Maize,Kharif,1324
2017,Medak,Maize,Rabi,1467
2018,Medak,Maize,Kharif,1352
2018,Medak,Maize,Rabi,1202
2019,Medak,Maize,Kharif,1781
2019,Medak,Maize,Rabi,1987
2020,Medak,Maize,Kharif,1522
2020,Medak,Maize,Rabi,1430
2021,Medak,Maize,Kharif,1639
2021,Medak,Maize,Rabi,1478
2022,Medak,Maize,Kharif,2012
2022,Medak,Maize,Rabi,2100
2023,Medak,Maize,Kharif,2179
2023,Medak,Maize,Rabi,1905
2024,Medak,Maize,Kharif,2307
2024,Medak,Maize,Rabi,2202
2013,Medak,Moong(Green Gram),Kharif,5187
2013,Medak,Moong(Green Gram),Rabi,4150
2014,Medak,Moong(Green Gram),Kharif,5793
2014,Medak,Moong(Green Gram),Rabi,4150
2015,Medak,Moong(Green Gram),Kharif,7368
2015,Medak,Moong(Green Gram),Rabi,4150
2016,Medak,Moong(Green Gram),Kharif,5029
2016,Medak,Moong(Green Gram),Rabi,5894
2017,Medak,Moong(Green Gram),Kharif,4014
2017,Medak,Moong(Green Gram),Rabi,3907
2018,Medak,Moong(Green Gram),Kharif,4118
2018,Medak,Moong(Green Gram),Rabi,3965
2019,Medak,Moong(Green Gram),Kharif,5808
2019,Medak,Moong(Green Gram),Rabi,4306
2020,Medak,Moong(Green Gram),Kharif,5012
2020,Medak,Moong(Green Gram),Rabi,4306
2021,Medak,Moong(Green Gram),Kharif,5497
2021,Medak,Moong(Green Gram),Rabi,3550
2022,Medak,Moong(Green Gram),Kharif,6270
2022,Medak,Moong(Green Gram),Rabi,5199
2023,Medak,Moong(Green Gram),Kharif,7520
2023,Medak,Moong(Green Gram),Rabi,7974
2024,Medak,Moong(Green Gram),Kharif,7520
2024,Medak,Moong(Green Gram),Rabi,7202
2013,Medak,Onion,Kharif,1863
2013,Medak,Onion,Rabi,1405
